Unique_Word,Count
text to speech synthesis,3
semeval-2018 task4,3
l2 oral skills,3
arapaho,3
character level convolutional neural network,3
quantitative information,3
text regression,3
english comments,3
tal (traitement automatique des langues),3
dictionnaire electronique,3
variable levels,3
resource-light approach,3
nynorsk,3
community needs,3
disorder concepts,3
uwm,3
substitution lexicale,3
text forms,3
semdis 2014,3
complement coercion,3
somajo,3
uiuc,3
bosnian,3
direct parsing,3
discourse adverbials,3
biomedical text labelling,3
cascaded latent variable models,3
neural hidden markov model,3
natural language programming,3
codeswitching detection,3
coarse semantic features,3
monte carlo simulation,3
selective annotation,3
interaction types,3
tip of the tongue,3
global ranking,3
the past,3
contradiction detection,3
preprint no. 46,3
semantic modeling,3
noun-noun pairs,3
frequency range,3
spoken portuguese,3
dialport,3
air travel domain,3
multimodal human-robot-interaction,3
camr,3
dialectal arabic corpus,3
utu,3
interpretable sts,3
new topic-based model,3
topic-based sentiment classification,3
pal,3
arabic segmentation,3
uofr,3
lamp,3
message polarity classification,3
response-to-text assessment,3
keyphrase classification,3
czeng 9,3
supervised system,3
gti,3
baltic wordnets,3
labda,3
automatic gesture stroke detection,3
language service sharing,3
teaching machine,3
gw/lt3,3
modals,3
medium-density languages,3
better,3
language corpora,3
computer mediated communication,3
named entity corpora,3
talkbank corpora,3
pharmacovigilance,3
computational linguistics issue,3
lmu system,3
attributive clauses,3
strong lexicalization,3
regulatory network,3
textract architecture,3
interactive lemmatizing,3
real-life tasks,3
chinese hpsg grammar,3
two genres,3
2015 shared task,3
mahabharata,3
masc,3
concept tagging,3
rapugee,3
valence affective,3
rule generalization,3
arabic varieties,3
naist.japan,3
embed words,3
dsl shared task 2016,3
automated test,3
local-global vectors,3
bilingual terminologies,3
syntactic pre-ordering,3
iitpatna,3
automatically scoring,3
collaborative problem solving,3
hindi shabdamitra,3
bilexical dependencies,3
global infrastructure,3
word-for-word,3
evaluating semantic fluency,3
second life,3
social mood,3
domain agnostic approach,3
aspectual structure,3
multi-hop relation extraction,3
perceptual grouping,3
word extensions,3
iiit,3
7 commandments,3
language apps,3
web collection,3
uniform model,3
human faces,3
heterogeneous lexical resources,3
soloist,3
traces,3
tumblr,3
finite-state operations,3
loria system,3
lvcsr (large vocabulary continuous speech recognition),3
word-to-phrase alignment,3
dutch text,3
corpus-based ontology,3
virtual game world,3
type-token ratio,3
n-gram tagging,3
alias-i,3
empirist 2015,3
error-tolerant finite state recognition,3
qalb-2015 shared task,3
asian translation,3
parallel synthetic data,3
puns,3
learner text,3
umduluth-cs8761,3
health-related texts,3
conventionalization,3
polish-english speech,3
useful-based evaluation,3
traditional nlp features,3
btg-based machine translation,3
google n-gram,3
lys,3
ucm,3
chinese morphological families,3
morphs,3
verbal modifiers,3
discoursive structure,3
accent restoration,3
corpus of learner english,3
intra-lingual variation,3
#actuallydepressed,3
non-native writing,3
4th workshop,3
factored neural machine translation,3
learning to search,3
1-endpoint-crossing,3
mt paradigm,3
fips,3
dialect bias,3
pronominal system,3
classifying agreement,3
pedagogical text,3
news recommender systems,3
lstm recurrent neural networks,3
reference scope,3
layered grammar model,3
helo,3
arabic error correction,3
person recognition,3
lsdsem 2017,3
cross-lingual parser,3
2016 alta shared task,3
call-centre,3
immediate constituents,3
neural matching,3
speech-based nlp systems,3
kelp,3
maltoptimizer,3
if-then statements,3
social act,3
2014,3
prepositional phrase attachments,3
patent families,3
stylistic analysis,3
multimodal graph,3
hierarchical lexical relations,3
tonal patterns,3
automatic clause boundary detection,3
unsupervised event,3
english-chinese machine transliteration,3
ncsu,3
language systems evaluation,3
english-indonesian neural machine translation,3
semantic storytelling,3
multiple-choice question generation,3
text correction,3
byte-based,3
simplified texts,3
path-based similarity,3
six indian languages,3
syntactic competence,3
automatic selectional preference acquisition,3
cross-level stance detection,3
biomedical relation,3
neural net approaches,3
pointer-generator networks,3
voix de femmes,3
learning order,3
neural amr,3
cognitive inspiration,3
joint,3
neural discourse models,3
grounding styles,3
non-factoid answer reranking,3
specific features,3
graph metrics,3
attribute value,3
biobert,3
vocal tract,3
visual speech space,3
cross-lingual information,3
joint sentence,3
continuous sign language,3
portuguese sign language,3
motion-capture data,3
large scale classification,3
static analysis,3
british sign language,3
langue française parlée complétée,3
slavic language,3
manifolds,3
efficient document ranking,3
unsupervised coreference resolution,3
basic phrases,3
aggressive language detection,3
multilingual language identification,3
bert-based multi-domain,3
grammatical category,3
nations,3
amor\ccage,3
entity-relation extraction,3
categorial variations,3
passive-aggressive algorithm,3
irlab@iitv,3
bidirectional cross-attention,3
audience effects,3
attentive pooling,3
speech communication,3
symbolic approach,3
adapt centre,3
arabic name disambiguation,3
french l2,3
analogical translation,3
arabe standard,3
freelancer's life,3
incremental parser,3
neural language identification,3
hittite,3
podcast popularity,3
biber redux,3
universal dependency annotation,3
lastus/taln,3
spoken utterance indexing,3
bilingual word similarity sources,3
but-fit,3
maximum ensemble,3
automatic feature selection,3
team disaster,3
broad linguistic modeling,3
bidirectional language models,3
offense identification,3
covid-19 open research dataset,3
schema-tags,3
neural search,3
event schema,3
emotion labels,3
interactive toolkit,3
laysumm 20,3
artificial agents,3
discourse/dialogue structure,3
lay summaries,3
encodings,3
concept identification,3
combining approach,3
open-domain conversational system,3
unsupervised emotion models,3
student summaries,3
nlptea-2018 share task,3
nlp-tea-2018,3
mental health care,3
expert crowds,3
test-taker essays,3
topic distribution,3
uic-nlp,3
building lexica,3
derivational nouns,3
emphasis,3
depths,3
structured distributional semantics,3
bidirectional gru,3
rcl,3
document vectors,3
stopwords,3
attentive recurrent model,3
minimum bayes risk,3
visuo-lingual metaphor,3
2018,3
multilingual constituency parsing,3
bilingual treebank,3
iiitg-adbu,3
multi-task bert,3
entit'es nomm'es,3
msr india,3
sense of humor,3
topological model,3
co-occurrence likelihoods,3
multimodal emotion analysis,3
indexation de textes,3
addiction,3
recurrent convolutional network,3
lexical decision,3
manual semantic annotation,3
corpus journalistique,3
hierarchical web documents,3
whisper,3
spanish news,3
perception audio-haptique,3
voix act'ee,3
caractérisation,3
joint-sequence model,3
play coreference resolution,3
influence functions,3
transcription automatique,3
cognitive,3
wordnet hypernyms,3
label bias,3
web-based cat tool,3
apprenants sinophones,3
judiciary,3
maximalization,3
importance sampling,3
computational stylistics,3
fns 2020 shared task,3
verb-argument structure,3
finsim20,3
hypernym,3
lstm-based architecture,3
next token prediction,3
perception de la parole,3
word-level translation evaluation,3
champs aléatoires conditionnels,3
cepstral method,3
scd,3
distributional features,3
subcategorizing adverbials,3
biomedical subdomains,3
synthetic discourse data,3
rhetorical role,3
turn detection,3
informal-domain word representations,3
syntactic inference,3
massively parallel translation,3
nmt approach,3
classifier ensemble,3
perceptron training,3
english-hindi neural machine translation,3
human-machine interactions,3
unsupervised question generation,3
predicting the future,3
language profiles,3
speech transcription,3
amrita,3
march 2002,3
supervised similarity network,3
source-side monolingual data,3
so-pmi,3
vision-language interface,3
matrix completion,3
implicit linguistic knowledge,3
co-occurrence matrices,3
code mixed text,3
memory-augmented,3
tf-idf char n-grams,3
uncertain input,3
mwe extraction,3
voiced plosives,3
heterogeneous classifiers,3
dialog evaluation,3
self-reported diagnoses,3
locuteurs,3
epistemic functions,3
russian paraphrasers,3
salient terms,3
inspection,3
soft keyboard,3
un assistant,3
dmrst,3
attacks,3
mrqa 2019 shared task,3
discontinuous phrase-structure parsing,3
radiology report summarization task,3
personal health experience,3
essay quality,3
source-based essay scoring,3
low-resource grammatical error correction,3
argument unit segmentation,3
assumptions,3
intelligent interface,3
multifaceted evaluation,3
learner productions,3
arabic named entities,3
parole dysarthrique,3
statements,3
key point matching,3
discours oraux (spoken speech),3
statistical training,3
graph-theoretic tools,3
aphasia,3
contextual choice,3
continuous approaches,3
hub@dravidianlangtech-eacl2021,3
russian general vocabulary,3
multilingual bert model,3
magnets,3
hybrid deep learning,3
irlab_daiict,3
online community dialogue,3
cancer risk assessment,3
pseudo labeling,3
topic-specific,3
score distribution,3
parole spontanée,3
usage-based grammar induction,3
query elicitation,3
reader's point of view,3
glyphs,3
lexical definitions,3
electromagnetic articulograph,3
intra-sentential implicits,3
model-based critic,3
ohiostate,3
descriptive language,3
behavioural data,3
past,3
etude comparée,3
drug name,3
r,3
radiology findings,3
cross-domain discourse segmentation,3
delph-in,3
translation retrieval,3
stanford parser,3
head-qa,3
