Unique_Word,Count
mycatex,1
arc-polynomial score functions,1
formal proof,1
mcs languages,1
supertag compaction,1
language independent term extractor,1
minimal transfer,1
automatically extracted ltag grammars,1
troffi,1
dtag,1
exter,1
ltag-based controlled indexing,1
indexing units,1
comprehensive management system,1
restricted classical chinese texts,1
java-technologies,1
computerm 2002,1
t-survey 2005,1
dictionary preposition definition,1
pattern visualization,1
probable real words,1
hyponymy lexicon,1
syntactic subcategorisation,1
digraph analysis,1
context descriptor,1
sense proximity,1
thai language behavior analysis,1
instance difficulty,1
revised information content metrics,1
free-style sentence translation,1
multilingual phone strings,1
quality-sensitive test set,1
speech-to-speech machine translation quality metric,1
iso/iec 10646,1
olacms,1
computational terminology,1
pese,1
opinionfinder,1
inherent limits,1
mboi,1
general-purpose statistical translation engine,1
spoken lecture processing project,1
named entity verification,1
lcs-based approach,1
eagles/isle lexical standardization initiative,1
deverbal heads,1
webexperimenter,1
urdu corpus construction,1
femicide news reports,1
translation exercise assistant,1
exercise book,1
theory of control,1
structural rules,1
infoxtract location normalization,1
tdt (topic detection and tracking),1
semantically relatable sets,1
tsc,1
structured military messages,1
resolving,1
mcquitty's similarity analysis,1
word fragments,1
representative arguments,1
thot,1
spoken and written news,1
reversing controlled document,1
normalize documents,1
sms translation system,1
input normalization,1
45-hour,1
high-quality input,1
replicative words,1
future translators,1
high performance gazetteer database,1
confidence-based framework,1
geographic terms,1
pesa,1
geographic reference analysis,1
geographic document querying,1
open workflow,1
help system,1
sem-i rational mt,1
predictive hints,1
cost-based centering model,1
s-clause segmentation,1
t-code compression,1
multiple outputs,1
democrat,1
graduate language technologies program,1
classical approaches,1
residuation,1
wh-island violations,1
airbus,1
inference purposes,1
anthology,1
controlled greek,1
menu choice translation,1
characteristic contents,1
complex heads,1
look-ahead editor,1
syntactic tree mining,1
short binding,1
average case complexity,1
situation variables,1
enriched tag derivation structure,1
proof system,1
encoding scheme identification,1
ecole,1
rapid ramp-up,1
unvocalized modern hebrew,1
effective speed,1
n-gram mt evaluation metrics,1
roots & patterns,1
grammar-lexis specifications,1
parsit-te,1
λ-drt based approach,1
domain tuning,1
phrasal ebmt system,1
suite of translated sentences,1
super model look-alike,1
data-assisted controlled translation,1
general translation knowledge,1
mkbeem system,1
validating parser,1
dynamic user level,1
utility measurement,1
help-desk system,1
agreement negotiation process,1
input structures,1
temps,1
dpocl,1
director,1
enchaînements verbaux,1
procedural relationships,1
simulation and generation environment,1
account of causation,1
context appropriate word orders,1
textual representation level component,1
integrated publication system,1
consensus nl generation architecture,1
digressive questions,1
model for interactive generation,1
classification ascendante hi'erarchique,1
tag synchrones,1
approche bas\'ee sur la recherche cross-lingue d'information,1
partitioning grammars,1
time-linked system,1
supervised language modeling,1
universal constraint rankings,1
chunking-and-raising,1
chart-based incremental semantics construction,1
communication events,1
$\lambda$-drt,1
generic rules,1
unification-based id/lp,1
email speech acts,1
parsing control,1
le cnrtl,1
labelled analytic theorem,1
proving environment,1
logiciel cordial,1
nl-soar,1
situation viewpoints,1
compromises,1
sémantique de rôles,1
sentence-level mixtures,1
arpa machine translation program,1
1993 methodology,1
candide system,1
attentive variational state tracker,1
avast,1
waxholm,1
1993 benchmark tests,1
correction des erreurs cach'ees s'emantiques,1
cmu spoken language understanding system,1
analyseur hybride,1
le lefff,1
prototype reading coach,1
une architecture,1
arpa spoken language program,1
grand public,1
summvd,1
bag-of-vectors autoencoders,1
stades de d'eveloppement,1
voyellation,1
cscw,1
collaborative requirement capture,1
cercle vertueux,1
synlex,1
first year,1
atis-3 corpus,1
center for spoken language understanding,1
d'eplacements,1
outil compl\'ementaire,1
hub and spoke paradigm,1
csr evaluation,1
reinforced navigator,1
variant definitions,1
pointer length,1
$0(n^6)$ recognition algorithm,1
best-first surface,1
approximate generation,1
input specification,1
qrlex,1
wag sentence generation system,1
postgraphe,1
free constituent order language,1
hand-held scanner,1
systemic flowchart model of dialogue,1
twicpen,1
dynamic hypertext generation,1
sammie system,1
matchmaking,1
mbt,1
effective example sentence sets,1
preventive expressions,1
`people',1
multimedia meeting browsing,1
modelexplainer,1
japanese fastus,1
nec/sheffield system,1
"""documents""",1
surge,1
reusable comprehensive syntactic realization component,1
sentence-plan authoring tool,1
two-fold filtering,1
nl generation,1
"the scientific entity in this title is ""drafter"".",1
word error minimization approaches,1
administrative forms,1
the next generator,1
alethgen,1
initial report,1
turing's formula,1
archivus,1
morpho-phonological sequence processing,1
significant terms,1
sapgraph,1
mima search,1
gui-based efficient medline search tool,1
measure of deviations,1
validating sense annotations,1
valido,1
naive theory of affixation,1
logos mt system,1
predefined topic,1
uniform filter cascades,1
inducing n-best translation lexicons,1
limited noisy data,1
richness of the base,1
non-immediate dominance relations,1
lexical heads,1
sample application,1
explainable semantic features,1
set of domain-specific dictionaries,1
ambiguous observations,1
graphical environment,1
move structures,1
korean question answering framework,1
desktop,1
localisation perspective,1
stylus machine translation system,1
basle,1
term dictionaries,1
k-qard,1
ferret,1
kielikone machine translation technology,1
central translation service,1
coop switzerland,1
project listen,1
architecture compositionnelle,1
formelle de la langue,1
encodage formel,1
\'etude de faisabilit\'e,1
matchplus,1
predictive fairness,1
umass/hughes tipster project,1
d'esignations orales,1
lexicologie explicative,1
routing techniques,1
mode preference,1
duality fine-tuning,1
r\'eponses d'apprenants,1
arbitrary starting point,1
architecture modulaire portable,1
deterministically parsable form,1
glr*,1
simulation-based research strategy,1
perceived prosodic boundaries,1
bunch notation,1
pr'ediction,1
r\'ealisateur de surface,1
sondages t\'el\'ephoniques d'opinion,1
automatically generated selectional constraints,1
statistical sense resolution,1
satisfaction des usagers,1
role of researchers,1
projected needs,1
atis (automatic terminal information service),1
onr (office of naval research),1
customizing prosody,1
super-chunks,1
modale de textes,1
dynamique 'enonciative,1
prosody/parse scoring,1
noise-skipping parsing algorithm,1
parsing theory,1
mat tool,1
frequency-enriched datasets,1
edr japanese-english bilingual dictionary,1
sancl,1
perception vocabulary,1
frame elements,1
key information modeling,1
subject-based evaluation measures,1
aural user feedback paradigm,1
client centric multilingual information leveraging,1
strong and weak labels,1
genuine spoken enquiries,1
lower-inflected language,1
automatically segmented st corpora,1
harc,1
turkmen,1
descriptive parameters,1
less-data constrained news headline generation,1
attributed structure-sharing flowgraphs,1
predictive head-corner,1
segmentation th\'ematique texttiling,1
tie-point relationships,1
au focus,1
systemic parser,1
evaluation transparente,1
extraction endogène,1
corpus de requêtes d'assistance,1
scale the skills,1
ressource pr\'edicative,1
ttp parser,1
european efforts,1
generic lexical model,1
translexis,1
nouvelle structuration,1
standard components,1
generic plan recognition,1
th\'eorie descriptive,1
discourse dependence perception,1
classification bay\'esienne,1
multi-modal telephone directory assistance system,1
ant\'ec\'edents,1
large-vocabulary stack-decoder,1
hmm csr,1
on-line cursive handwriting recognition,1
answer sentence generation,1
speech-based retrieval,1
pinks,1
nist-arpa,1
m'emoires associatives,1
energie textuelle,1
interpretable latent dialogue actions,1
crowdchecked,1
augcse,1
large scale routing retrieval,1
structural meeting-specific features,1
compos'es savants,1
weighted rational transductions,1
bi-directional letter-to-sound/sound-to-letter generation,1
edl universel,1
doder,1
bilan qualitatif,1
règles de réécriture,1
naval research laboratory,1
contrastive sentence embedding,1
r&d programmes directorate xiii e,1
robust csr,1
tree-based state tying,1
new microphones,1
morphologie \`a partitions,1
probabilistic optimum filtering,1
argument hierarchy construction,1
site 2,1
discourse history,1
invited overviews,1
apprentissage symbolique de grammaires,1
hcrc map task corpus,1
last resort parsing,1
fragment combining method,1
norme lmf,1
grammaires de correspondance,1
knowledge-based conversational applications,1
joint venture japanese text prototype,1
progressive-search algorithms,1
meta sampling (m3s),1
wax,1
murasaki project,1
lexiques-miroirs,1
ogmios,1
plum probabilistic language understanding system,1
traductions croisées,1
approche logique de la compr\'ehension de la langue orale,1
variable acoustic environments,1
syst\`eme logus,1
exp\'erience de compr\'ehension en contexte de dialogue,1
noms transdisciplinaires,1
pircs,1
network-based document routing,1
traitement s'emantique,1
sources de jugement,1
in-the-wild video,1
contrôle,1
explicit measures,1
traitements phrastiques phon'etiques,1
situation handling,1
inquery system,1
campagne easy,1
four language identification systems,1
act-thor,1
erie system,1
virgin languages,1
l&h approach,1
reverso,1
etap system,1
translation memories survey 2006,1
ceec languages,1
eu 5th framework programme for research and technological development,1
eamt `99 workshop,1
textbase translation memory,1
eastern point of view,1
spikes,1
nan-nli test suite,1
negation benchmark,1
blog mood levels,1
e-drama,1
tm usage,1
ec legislation,1
project penlight,1
sub-clausal negation,1
posterior context,1
poleng,1
iamt certification initiative,1
deployment trigger,1
satellites,1
educational implications,1
peace,1
government language policy,1
fit,1
wired,1
mission critical content,1
vendor's view,1
training initiatives,1
global,1
common pattern specification language,1
project underline,1
knowledge networking,1
reduced relative clauses,1
linguastream,1
multi-lingual phrase-based translation system,1
dominic widdows,1
generalized unknown morpheme,1
edge-based,1
diana mccarthy,1
maximum-entropy partial parser,1
mapping business process models,1
segment significance,1
jonathan j. webster,1
transfer module,1
transplanting,1
m. a. k. halliday,1
recursive matrix systems (rms),1
understanding development environment,1
elleipo,1
cornell,1
smart/empire,1
persian morphemes,1
japanese ie system,1
pollen forecasts,1
multi-database curation,1
computing term,1
god model,1
linguistic indexing,1
termlis,1
topic expansion,1
italian administrative language,1
maytag,1
ntu-approach,1
esfinge,1
soccer knowledge base,1
harim$^+$,1
parsable accepting grammar systems,1
lexsys project,1
epiphenomenal grammar acquisition,1
projet lexalp,1
plateforme générique jibiki,1
godis,1
ibm flight information system,1
base terminologique juridique multilingue,1
911 system,1
harshness,1
visualizing topical content,1
interlingual approaches,1
hallucination risk,1
spanish-english pronominal anaphora generation,1
long runs,1
m\'ecanismes de contr\^ole,1
example-based complexity,1
automatic briefing generation,1
incompr\'ehensions,1
ad-hoc arrangements,1
minimum divergence translation model,1
document transformations,1
repr'esentation th'ematique,1
frequency profiling,1
notions de base,1
wordsmith tools,1
eurowordnet interlingual index,1
taking audio comprehension exams,1
real world deployment,1
task tolerance,1
dual mechanism,1
relations de contr\^ole,1
portable information extraction,1
métrique des poèmes arabes,1
malentendus,1
mat\'eriel de r\'ef\'erence,1
phrase nominale arabe,1
least cost parsing,1
restricted text,1
morphologique de l'arabe standard,1
most probable parse,1
path set,1
approche g\'eometrique,1
algebraic construction,1
belief revision,1
caption re-ranker,1
parser cross-fertilization,1
rms,1
cascade-based parsing,1
the lexterm initiative,1
etitle project,1
discriminant reverse lr parsing,1
voices of academia,1
increased component comparability,1
left-corner chart parsing,1
partially saturated referents,1
error tags,1
traductions de termes complexes,1
source of complexity,1
information biographique,1
probl\`emes de repr\'esentation,1
multi-layer pseudo-siamese biaffine model,1
weighted robust parsing approach,1
artfl's encyclop'edie,1
plateforme linguistique nooj,1
mots arabes ambigus,1
multiple discourse marker occurrence,1
contr\^ole dynamique multicrit\`ere,1
doing nothing,1
anytime properties,1
recognizer,1
dtg derivations,1
tfg (tree form grammar),1
crl,1
binary word embeddings,1
romanian vp,1
agfl,1
incorrect structures,1
parsers optimization,1
restriction technique,1
swiss bank corporation,1
logos server,1
generic attribute augmented grammars,1
logos windows client,1
i18n,1
joel michael,1
martha evens,1
evaluation driven research,1
phase iii,1
global association table,1
successive approximation,1
hnc,1
reduced commitment,1
simplification of nomenclature,1
ideal il,1
paul buitelaar,1
levin's verb classes,1
rna folding,1
donna k. harman,1
d-theory style tag parser,1
left-to-right tagger,1
parsing free coordination,1
ellen m. voorhees,1
experiment and evaluation in information retrieval,1
probabilistic glr parsing,1
left corner language models,1
fine-grained frame sampling,1
cohesion and form,1
cervantes,1
bernado magnini,1
configuration management plan,1
associated information,1
cawg saga,1
architecture demonstration system,1
tuit,1
construction repetition,1
requirements version 0p,1
cantonese pronunciation variations,1
usacom,1
food knowledge,1
interpretative data analysis,1
cantonese connected-digit recognition,1
enamex,1
nametag,1
japanese systems,1
hnc's context vector information retrieval technology,1
target speaker,1
kendall's tau,1
ftm project,1
obligatorily deleted,1
teager energy operator,1
auto-correlation function,1
redundant computation,1
cable abstracting and indexing system (canis),1
ndic,1
constrained mean trajectory segment model,1
broadcast tv streams,1
hookah information extraction system,1
"""message handler""",1
oleada,1
user-centered tipster technology,1
fast framework,1
information rate,1
lexicon-to-ontology alignment algorithms,1
compact monotonically compositional interlingua,1
lut teck,1
lexsys grammars,1
description theory,1
wiemer-hastings,1
constructive models,1
extraction parameters,1
two-step tag parsing,1
choi,1
maria teresa taboada,1
category families,1
dtg grammar,1
hungarian verbal complex,1
dendrification,1
partial-tree descriptions,1
prompt array,1
organisational issues,1
m-constructed,1
moore (2001),1
building coherence and cohesion,1
theo du plessis,1
explicit tree typing,1
synchronous tfg,1
bottom-up automata,1
monotonic c-command,1
linear typing,1
cobus snyman,1
vso languages,1
john coleman,1
electronic language management,1
standard representation framework,1
partial proof trees,1
structural modalities,1
romance,1
object-control verbs,1
pars mt family,1
multidoc project,1
barking up the wrong tree,1
giorgio satta,1
rule optimization,1
alexander gelbukh,1
igor a. bolshakov,1
data reliability,1
kesa,1
german prepositional subcategorization frames,1
john carroll,1
statistical generalization tree,1
self-organizing japanese word segmenter,1
collocation lattices,1
notion of argument,1
measure corpus homogeneity,1
context-sensitive binary tree method,1
semantic components,1
the language of time: a reader,1
probabilistic dependency grammars,1
off-line add-ons,1
gradable properties,1
xerox research centre,1
johan bos,1
label-efficient meme analysis,1
concluding session,1
patrick blackburn,1
representation and inference for natural language: a first course in computational semantics,1
commercial implementation,1
rob gaizauskas,1
vlc,1
vlc research,1
malka rappaport hovav,1
highly-detailed grammar,1
beth levin,1
argument realization,1
distributional identification,1
lda-based fisher kernel,1
keystroke savings,1
web query patterns,1
etude des avis en ligne,1
local space-time smoothing,1
auxiliary label-aware contrastive learning,1
genres musicaux (music genre),1
generative alignment,1
constituent projection,1
forsaken nature,1
inherent features,1
mrc-based medical ner,1
relation expression,1
retours utilisateurs,1
fragments syntaxiques,1
mesure d'autonomie,1
entropie,1
content units,1
determiner omission,1
prognostic search approach,1
em-based hybrid model,1
number components,1
syndrome differentiation,1
corpus m'etier,1
tcm-sd,1
perfectifs,1
head-modifier relation,1
visually similar characters,1
tibetan number identification,1
chinese frame identification,1
m'eta-apprentissage,1
cat'egories 'emotionnelles inconnues en entra\^inement,1
intense anxiety,1
strat'egie multit^ache,1
interactive mongolian question answer matching model,1
mod\`ele transformer g\'en\'eratif pr\'e-entrain\'e,1
les lettres et la machine,1
machines in the humanities,1
interroger,1
decision history,1
unknown word paradigms,1
true score,1
gecko+,1
discourse error correction,1
outil interactif,1
documents techniques,1
sidres,1
deferred sense commitment,1
annotated logical forms,1
composition of semantic relations,1
definition clusters,1
une approche bas'ee sur la s'election de traits lexicaux,1
augmentation de donn'ees,1
robust ir,1
two-regime power-law,1
partial hypotheses combination,1
données tabulaires,1
elaboration d'un premier prototype,1
n-best smt outputs,1
resources in english,1
french tabular data,1
compression multi-phrases,1
synth\`ese de documents,1
traduction assist\'ee par ordinateur des langues des signes,1
first prototype,1
medication related entities,1
controlled grammar traversal,1
user-input contextual terms,1
sp\'ecifications de validation de donn\'ees,1
search engine web records,1
data validation specifications,1
démonstrations,1
chinese complexity controllable definition generation,1
trust explanations,1
feature rating estimation,1
scrambled translation problem,1
early-stage development,1
signon application,1
shared-private architecture,1
real-world custom nmt,1
f'eidir linn,1
softmax tempering,1
unmt,1
post-editing training protocol,1
blind translator,1
document keywords,1
review translation,1
curriculum-based re-inforcement framework,1
observed mt errors,1
sentiment-based candidate selection,1
gala,1
real time foreign news distribution,1
multi-edge graphs,1
session detection,1
multi-hop dependency trigger,1
digital marketing globalization,1
error discrimination,1
digital transformation,1
eastern border,1
terminology integration,1
glossary functionality,1
shallow information extraction,1
post-edited data,1
term content,1
nmt workflow integration,1
mt human evaluation,1
