Unique_Word,Count
expected event frequencies,1
parc 700,1
rel-grams,1
segments discontinus,1
automatically constructed kbs,1
tractable markov logic,1
textual kb,1
speech-graphics,1
broad-coverage lfg (lexical-functional grammar),1
conversational management acts,1
kraken,1
cbc4kids,1
profet,1
non-speaking children,1
real-time population,1
text as binary sequence,1
rehabilitation,1
parts extraction,1
paradocs,1
relation extraction systems,1
programmable multi-blackboard architecture,1
computerized caregiver,1
medical condition,1
tactile-map understanding,1
terminology structuring methods,1
nell,1
dynamic position encoding,1
dictionary-based text-entry methods,1
automated neurological assessment,1
harper's bazaar,1
pilot propbank annotation,1
quotable phrases,1
radio,1
hms,1
cluster keyboards,1
18th-century french literature,1
casual cashmere diaper bag,1
chinese authorship attribution,1
change curves,1
linear transformation model,1
ecological validity,1
omega index,1
corpus de taille restreinte,1
ovis spoken-dialogue system,1
filtering errors,1
predictive,1
restricted on-screen keyboard,1
twins property,1
extremal semifields,1
second position clitics,1
travel blog entries,1
accessor variety features,1
romanian word sense disambiguation,1
generating bodies,1
meta-nord,1
federated operation model,1
flarenet action plan proposal,1
relational markov networks,1
ontology-grounded language service infrastructure,1
basque country university system,1
centering-based metrics,1
arousal-infused bi-lstm,1
inductively-learned word pronunciation systems,1
tenth-century cyrillic manuscript,1
attention-sharing robot,1
megahal,1
ad links,1
loebner prize,1
audio/visual turing test,1
shallow statistic parsing,1
bantay-wika,1
languagetool,1
surface dependency approximation,1
lfg approximations,1
french input,1
voted language model,1
source graphemes,1
weighted cusums,1
amirkabir machine transliteration system,1
finite state parsing,1
home appliance,1
football summaries,1
e-moves,1
size modifiers,1
key synonyms,1
context-adequate realization,1
separated morphotactic dependencies,1
bt-nurse,1
skip-bigram statistics,1
singer name entity recognition,1
cross-document person name disambiguation,1
qa-by-dossier-with-contraints,1
wrapping,1
constrained domains,1
geometric view,1
on-demand computation,1
c++ toolkit,1
fsa,1
lexically-intensive algorithm,1
elman network,1
sense variation,1
generative operations,1
em clustering model,1
romaji-kana conversion,1
japanese extensive writing,1
sigphon'98,1
formal extensions,1
treeness constraint,1
loanword formation,1
urban-legend texts,1
logical form transformations,1
death car,1
kidney theft,1
dependency-based text compression,1
naturally occurring continuous speech,1
transtool,1
gothic-script documents,1
audio/video technology,1
american varieties,1
mention-synchronous coreference resolution algorithm,1
visual profiles,1
sentiprofiler,1
synctool,1
labeled in-domain examples,1
complex information presentations,1
unesco project,1
codex suprasliensis,1
minimal prosodic information,1
ontological mediation,1
numerical relation detection,1
bell tree,1
minimum cuts,1
data driven parsing,1
accessible coded input method,1
sentimental education,1
necessary concept,1
human-provided information,1
delaying,1
non-statistical indexing,1
mop system,1
soundex-based translation,1
metalinguistic activity,1
telugu resources,1
general elections,1
sentics,1
physiological variables,1
information synthesis task,1
general variables,1
personal sentic corner,1
reasoning challenges,1
structures discovery,1
antisocial behavior,1
tagarab,1
resolve bridging references,1
predict election results,1
biomolecular interaction network database (bind),1
romvox,1
levels of organisation,1
multimeteo,1
meteor 3,1
enhanced ranking metric,1
machine ranking,1
wmt manual evaluation,1
grain of salt,1
slpat demo session,1
simple portuguese wikipedia,1
aac-lexicon,1
ml-based procedural information extraction,1
encapsulation,1
mmr-based feature selection,1
language input,1
textual economy,1
close coupling,1
lekbot,1
nature of summaries,1
asynchronous fixed-grid scanning,1
trap hunting,1
next generation aac devices,1
personal data management issues,1
communication partners,1
technology-assisted co-construction,1
nvef knowledge,1
acoustic transformations,1
warning instructions,1
reliable optimization,1
sparring partner,1
ibm1 scores,1
cmu-ark,1
multiply labeled data points,1
regmt system,1
cognitive flexibility,1
perturbation-robust slot filling,1
automatic query reformulation,1
multiple lvcsr model,1
productive generation,1
polarity-dissimilar distributional paraphrases,1
trend-contrasting,1
salience gradation,1
ontosem,1
maximal variation,1
ontosem semantic analyzer,1
dysarthria assistive systems,1
mass ai system evaluation,1
maise,1
ranking based optimisation,1
example-based rescoring,1
small domains,1
adaptive explanation,1
tine,1
e-rating,1
remote treatment,1
attribute-related meaning representations,1
4-gram co-occurrence statistics,1
bert-based siamese-structured retrieval model,1
multiple-translation spotting,1
mmtl,1
gbgen,1
second second challenge,1
hoo text correction shared task,1
helping our own 2011,1
correcting nlp articles,1
system demonstration goalgetter,1
outlandish occurrences,1
generation challenges 2011 surface realization shared task,1
att-0,1
spoken soccer reports,1
generating routes,1
gruve challenge,1
interesting event sequences,1
robust chart realization,1
factmix,1
flsa,1
information assurance,1
glue rules,1
weather forecast generation system,1
knowledge administration,1
generalized multitext,1
system demonstration flaubert,1
bremen system,1
vector permutation,1
semantic forecasts,1
phone set,1
native germans,1
slovak asr,1
stretchy patterns,1
hiberno-english,1
multilingual protocol generation,1
piekm,1
paddywac,1
binomials,1
`meaning',1
wireless devices,1
linguistically motivated complementizer,1
multex generator,1
early 2021,1
gre3d7,1
abstractive generate-and-rank sentence compressor,1
thumbs up! twente system,1
russian imperfective aspect,1
potsdam nlg systems,1
loria instruction generation system l,1
cl system,1
give-5 c generation system,1
multiband approach,1
metonymic coercions,1
icono-graphic descriptions,1
monadic second-order transduction,1
barcelona,1
visual scenes corpus,1
language at work,1
(semi-)parallel translation equivalents,1
meaning system,1
lexstat,1
bell labs approach,1
collaborative response,1
austkin ii,1
swarthmore college,1
social category terms,1
phylogenetic tools,1
naive bayes wsd system,1
bulgarian-polish online dictionary,1
workshop on nlp and xml,1
shibboleths,1
complex charts,1
handbook of standards,1
owl in language technology,1
social mind,1
distribution of suffixes,1
focus group,1
objectivity 0,1
aggregated assessment,1
computational mind,1
external relevance measures,1
statistically enhanced mt,1
clocks,1
citation centric annotation scheme,1
emergent global constraints,1
google 1t,1
university domain,1
collaborative planning model,1
right supervisor,1
exemplar-based production/perception loop,1
contrast maintenance,1
macquarie test,1
event based medicine,1
environmental science abstracts,1
study region,1
gloss-centered algorithm,1
labb-cat,1
category competition,1
thematic area detection,1
depth hypothesis,1
clichés,1
anaphores temporelles,1
ill-defined summarization task,1
pattern abstraction,1
tensor encoding model,1
irst,1
filtered,1
metadata interoperability,1
automating style checking,1
metadata navigation,1
computational discourse,1
methods combination,1
np-external arguments,1
interdisciplinary account,1
ocr-scanned texts,1
2011 dutch senate election,1
candidate-free taxonomy enrichment,1
robust ending guessing rules,1
attitude targets,1
coherent interpretations,1
scalable opinion mining,1
greval test suite,1
hybrid framework,1
owl 2-based knowledge platform,1
minimum average lookahead grammars,1
strategic workflow,1
scalable speech act recognition,1
syntactic-semantic bayesian hmm,1
esoteric domains,1
noisy domains,1
roll again,1
bad luck,1
incremental lr parsing,1
statistical constraint dependency grammar (cdg) parser,1
keyword association,1
duc summarization evaluation,1
legacy markup schemas,1
methods in cscw (computer supported cooperative work),1
drafting guideline,1
fixated discourse,1
extensible multimodal annotation (emma),1
qualitative content cues,1
computer-assisted quantification,1
generative complexity,1
stopword rankings,1
pastiche detection,1
argument formation,1
children's deceptive skills,1
mikrokosmos frames,1
co-presence effects,1
semi-productivity,1
constraint violability,1
imposter,1
japanese light-verb constructions,1
government screening environment,1
current and future needs,1
homogenous sets of subjects,1
building knowledge,1
retrieval languages,1
generalised hybrid architecture,1
ml-based re-ranking,1
regularized least-squares classification,1
low-turnaround wildcarded frequency queries,1
electronic shopping mall business category inquiries,1
lvcsr cascade development,1
identifying significant topics,1
sense modulation,1
word order complexity,1
context-free backbone,1
simple context restrictions,1
law sentences,1
ubbnbc wsd system,1
tesniere's structural syntax,1
effectuation part,1
requisite part,1
generation purposes,1
classifying connectives,1
university of ja'en,1
regular growth,1
dataflux quality knowledge base,1
arne,1
amirkabir bilingual farsi-english corpus,1
problem-structuring,1
afec,1
the aramwe project,1
post-centric sentiments,1
german part-of-speech sequences,1
depassivizing,1
wfst tools,1
kl-divergence,1
crowd post-editing,1
multitape transducers,1
old ephemeral prints,1
mixed natural and symbolic input,1
art image archive,1
museum databases,1
grounded construction grammar,1
hospital information workflows,1
diabetes case study,1
upv-unige-ciaosenso wsd system,1
bulgarian epicrises,1
on-line content management system,1
non-aspect languages,1
syntactically unexpressed complements,1
"""a no b"" phrases",1
multilingual tut,1
matchkiosk,1
dependency-aware deep neural network,1
k-tss,1
np planning,1
simplex nps,1
clustered by head,1
ftrace,1
detecting practical sense boundary,1
egyptian hieroglyphs transliteration,1
exotic discourse markers,1
boostexter rules,1
duluth lexical sample systems,1
iwslt 2012's ted lectures,1
sov (subject-object-verb),1
upv-shmm-eaw,1
corrupted chinese text restoration,1
svo (subject-verb-object),1
visual regular expression development environment,1
any-text translation,1
gb-to-big5 conversion,1
mdi adaptation,1
vi-xfst,1
mandarin acoustic units,1
lia-lidilem team experiment,1
interactive user corrections,1
weighted phrase extraction,1
active error detection,1
genre-specific text quality,1
course transfer,1
segment predictability,1
simple morphology,1
feature-based phonotactic resources,1
health condition descriptions,1
snow,1
sem-syn initial grammar,1
modeling pairwise context similarities,1
audio-tactile approach,1
rwth aachen speech recognition,1
cvir'98,1
xerox finite state tool,1
resource analysis,1
smartmate,1
formalized structured translation specifications,1
pausanian notation,1
average pause ratio,1
empirical human translation process research,1
carpanta,1
inclusion of appearance,1
mert weight optimization,1
free text databases,1
blood,1
integrated generation,1
symbolic surface realization,1
media-independent content language,1
wcdg (weighted constraint dependency grammar),1
binarized dependency forest,1
similar examples,1
syntalex approach,1
senseval-3 logic forms,1
aggregate properties,1
advertorial detection,1
linguistic diagram editor,1
sight,1
publisher perspective,1
swedish medical test collection,1
term-based lexical network,1
diagen,1
gregory grefenstette,1
translation companies,1
dynamic integration,1
iict-yverdon system,1
adopt,1
current economic climate,1
implicit proposal filtering,1
imperfect matches,1
finished job,1
cls workflow,1
algebraic specifications,1
terminology interchange,1
non-centered languages,1
conflicting factors,1
definite reference,1
ensemble de ressources informatisées,1
when to end,1
knowing what to say,1
persistent information state,1
the loria toolbox,1
intégrées,1
dictionnaires de l'académie,1
pre-codie,1
single cycle' languages,1
back-off grammars,1
leximancer,1
process queries,1
rebecca green,1
discourse entrainment,1
opinion relations,1
web coverage,1
qemind,1
2004 us presidential election,1
activity time,1
speechalator,1
punctuation normalisation,1
malay nouns,1
count classifier,1
weighted mutual exclusion bootstrapping,1
english-to-indonesian lexical mapping tasks,1
corporator,1
rss-based specialized corpora,1
direct exploitation,1
political transcripts,1
hidden tag model,1
multiple sources of agreement information,1
constraint driven metagrammar,1
v2-phenomenon,1
answer attenuation,1
rna pseudoknot modeling,1
carol a. bean,1
text-independent participant characterization,1
german negative polarity items,1
automated persuasion,1
unrealized syntactic material,1
audio meeting recordings,1
mechanisms of alignment,1
inductive detection,1
線上新聞語音檢索系統,1
de gestion,1
automated analyst's assistant,1
tap-xl,1
wmt 2008,1
transfer layer,1
statistical transfer systems,1
encoding identification,1
aggregate syntactic distance,1
scaled total rank distance,1
agent-based cross-lingual interoperability,1
recasing,1
doghed,1
système d'informations lexicales,1
apprentissage de leurs exploitations,1
wmt21 unsupervised,1
metric temporal constraints,1
interface paramétrable,1
candle,1
m-ter,1
metamorpho translation system,1
shallow syntax information,1
reconnaissance de gestes,1
descriptions d'efinies,1
clustering minimal pairs,1
reprises,1
developmental events,1
un environnement de cr\'eation,1
geologist's field assistant,1
interdepartmental interaction,1
intensive,1
planner-based architecture,1
semantic negotiation,1
listener comprehension,1
open agent architecture,1
open tool,1
reactive redundancy,1
disputes,1
wordfreak,1
response-based confidence annotation,1
d'eveloppement d'applications,1
taln distribu'ees,1
notion d'observateur,1
matériaux textuels,1
naclo,1
novel transfer methods,1
multidisciplinary instruction,1
computational linguistics classes,1
istic's triangular machine translation system,1
particle semantics,1
tests de langue,1
memlabor,1
cl curriculum,1
crossmarc system,1
qcs,1
freshmen,1
relationships in the organization of knowledge,1
cucweb,1
william black,1
text editor,1
soft syntax features,1
i. dan melamed,1
hybrid asr-mt systems,1
flective language,1
biblical chatter,1
getaruns' knowledge rich approach,1
ted pedersen,1
non-canonical inputs,1
sentence comprehension: the integration of habits and rules,1
simple information extraction (sie),1
portable and effective ie system,1
david j. townsend,1
acharya,1
generalized parallel backoff,1
personal anaphoric devices,1
thomas g. bever,1
optimal order of factors,1
thorsten joachims,1
boundary classification algorithms,1
learning to classify text using support vector machines: methods,1
matthew w. crocker,1
sustainable mt,1
srishell primo,1
collective intelligence development,1
ubiquitous tool,1
kui,1
webmt,1
german association norms,1
federica busa,1
samt,1
naturalowl system,1
linguistically annotated owl ontologies,1
christian jacquemin,1
fol rules,1
deep-reasoning,1
identify definitions,1
tutorial remediation strategies,1
free generation,1
thai names,1
"the scientific entity in this title is ""abstract verbs"".",1
interactive documents,1
wordnet-based context vectors,1
semantic grid,1
modelling control,1
ted briscoe,1
chris d. paice,1
efficient processing with constraint-logic grammars using grammar compilation,1
tch machine translation system,1
guido minnen,1
cluster stopping rules,1
suresh manandhar,1
theqmul system,1
the language of word meaning,1
icl,1
hadoop,1
ways to move forward,1
lexical graph,1
odd-one-out,1
cross-language affix,1
traditional songs,1
yami ontology,1
dictionary tool,1
language-specific crawling,1
spectral cues,1
myanmar national corpus,1
name discrimination,1
antonis botinis,1
lm studies,1
xml tag set,1
automatically translated sense examples,1
concept-based seeds,1
adopting engineering terms,1
martine grice,1
bruja,1
confidence vector,1
english classifier,1
structural search,1
a-star project,1
classifying phone sequences,1
jean v'eronis,1
scope-based resources,1
belief and context in dialogue: studies in computational pragmatics,1
numerical data integration,1
class-dependent mixtures,1
sharing text,1
notion of instrumentality,1
intrinsic uncertainties,1
telugu ner (named entity recognition),1
nict/atr chinese morphological analyzer,1
heuristic entity list searching,1
crfs-based named entity recognition,1
boolean extensions,1
word boundary token model,1
nanjing normal university segmenter,1
anne abeille,1
owen rambow,1
pssat,1
bupt systems,1
near,1
nokia research center beijing,1
the theory and practice of discourse parsing and summarization,1
a* admissible search,1
dynamic window,1
polish equivalents,1
implicit trajectory modeling,1
daniel marcu,1
udo hahn,1
spatial at,1
low-snr car environments,1
keith allan,1
rodger kibble,1
"""adpositions""",1
preposition project,1
rôles thématiques,1
discriminating phrase-based translations,1
indicative meeting abstracts,1
modulation,1
anchor representation,1
hlepor metric,1
efficient patent keyword extractor,1
automatic trend exploration system,1
tgi+.2 classifier,1
chain-starting classifier,1
immediate context overlap,1
ffl,1
lexical difficulty,1
general statistical learning mechanism,1
taux de synonymie,1
rec corpus,1
chinese function tags,1
voice accent,1
nemesis,1
key semantic terms,1
knowledge-engineering methods,1
must data collection,1
zac.pb,1
co' edition langue↔unl,1
normalized accessor variety,1
logicon,1
mink,1
tabulation-based parsing method,1
r'evision,1
healthcare robot,1
composants linguistiques,1
validated model,1
kipo's mt activity,1
ip5 mutual mt project,1
apptek turkish-english machine translation system,1
upery,1
grammaire hors-contexte valu\'ee,1
flexible guidance generation,1
identification th'ematique hi'erarchique,1
filtrages syntaxiques,1
harvest translation memories,1
wsim,1
similarité entre mots,1
ethnographic study,1
translator's activity data,1
grounding translation tools,1
gradable post-edition,1
cohesion devices,1
logus,1
reescreve,1
multi-token units,1
standard text preparation,1
persian letter-to-sound conversion system,1
geographical classification,1
united states patent and trademark office,1
subjective documents,1
d'exercices contextuels,1
analyse des questions,1
jpo,1
expression selection,1
medication events,1
rule-driven dynamic programming decoder,1
intelligent authoring environment,1
minimal set of fragments,1
context-dependent mutual information independence model,1
longevity,1
ontological relation labels,1
treebank valency lexicon,1
various dictionaries,1
poc-nlw template,1
competition learning approach,1
regressive ensemble,1
maximal parse accuracy,1
netease,1
cultural object descriptions,1
museum documentation,1
internet stock message boards,1
beta reduction,1
"""de""",1
problematic turns,1
"""truecasing""",1
telugu pair,1
reordering phenomena,1
mbdp-1,1
default sense selection,1
orthogonal negation,1
word relatives,1
riches,1
adequate generation,1
dependency based word spaces,1
bagpack,1
automatically generated template matching,1
mteqa,1
peng light,1
lolo,1
marian nmt,1
atomic chinese abbreviation pairs,1
supertagging model estimation,1
double double,1
ausnc project,1
single character word recovery,1
generic relation identification,1
chinese ba-construction,1
plenary talk,1
optuna,1
chinese base noun phrase chunking,1
triumph of hope over experience,1
generative linguistics,1
statistical revolution,1
annotation conundrum,1
philosophical accounts,1
arbres,1
parallel multilingual lfg-tag grammars,1
polarit\'es,1
verb noun mwe token classification,1
svd feature selection,1
maurice gross,1
france telecom r&d,1
noahnmt,1
source-channel models,1
barcelona media smt system,1
heterogeneous task types,1
special issue on word formation,1
face-to-face grounding,1
biomedical proposition bank,1
roughening,1
resource for lexical semantics,1
mixture pruning,1
expert lexicon,1
random feature mixing,1
feedback cleaning,1
small statistical models,1
meaning errors,1
annotation compatibility,1
test of spoken language,1
relations sujet-verbe,1
scientific article introductions,1
relatifs,1
anglo-saxon english,1
word-order database,1
sn,1
king alfred,1
online icall resources,1
german v2,1
pr\'es\'electionner,1
multilingual lexicography,1
cognitively salient relations,1
small user corpus,1
assistive mobile communication support,1
duc 2005,1
clinical relationships,1
adaptable relation extraction system,1
equivalent language model state maintenance,1
scalable decoder,1
statistical term profiling,1
gene/protein mention problem,1
all-cap english broadcast transcription,1
annotating development,1
r\'ep\'etitions,1
cbr-tagger,1
reducing annotation costs,1
point of care,1
usan naming conventions,1
normalisation de documents,1
protein sub-cellular localization,1
case information,1
mandarin chinese suffixes,1
indexing rules,1
statistical ner,1
ne dictionaries,1
g\'en\'erateur,1
bioscope corpus,1
9\`eme conf\'erence,1
corpus otg,1
information-gathering approaches,1
ecole_massy,1
genic information,1
saisie,1
semantic proxemy,1
cognitive organization,1
inverse linking,1
compositionnalit\'e,1
prefix-correct earley recognizer,1
non-local scrambling,1
traitement des inattendus structuraux,1
numbat,1
educational assessment,1
version,1
analyse factorielle neuronale,1
upper sorbian-german,1
universitat oberta de catalunya,1
accentuation de mots inconnus,1
apertium free/open-source machine translation platform,1
privileges,1
analyse descendante,1
bokm\aal,1
sal representation language,1
accessor,1
new constituents,1
linking the sources,1
self-organizing markov models,1
morph length,1
upv translation system,1
visualizing arguments,1
uot system,1
lig approach,1
factorizing complementation,1
nitk-uoh,1
close-distant relation,1
plasticity,1
k-valued,1
identification des m'etaphores,1
tamil-telugu machine translation systems,1
sense trees,1
shared orthography,1
termes,1
elexiko,1
counter-training,1
leila,1
owid,1
human-oriented prosody,1
anw dictionary,1
patron,1
japanese collocation data,1
anglais médical,1
stag analysis,1
vietnamese ltag,1
successive learners,1
across-the-board extraction,1
expressions multimodales,1
attentes du locuteur,1
mobile intention recognition problems,1
traitement en amont,1
tag semantics,1
grammatical recursion,1
ann copestake,1
atlas.txt,1
drug discovery,1
le tal robuste,1
first-order account,1
r\'edaction contr\^ol\'ee multilingue,1
reconnaissance de l'\'ecriture manuscrite en ligne,1
descriptive means,1
prototypage rapide,1
valence annotation,1
alligator theorem prover,1
erreurs judiciaires,1
proof samples,1
textes d'un dossier d'instruction,1
graphies fautives arabes,1
aboutness,1
co-indexed trees,1
psnus,1
analyse incr\'ementale,1
sics,1
rtv,1
affinity models,1
putop,1
extraction de couples nom-verbe,1
unidirectional controlled language,1
pu-bcd,1
example browser,1
review manager,1
technique symbolique automatique,1
2003,1
sw-ag,1
yakushite net,1
sussx,1
relative polarity,1
théorie cognitive,1
supply,1
supersenselearner,1
unt-yahoo,1
demand,1
preuves math\'ematiques,1
d'emarche coop'erative,1
sequential minimal optimization,1
anglahindi,1
long phrase tables,1
ucd-s1,1
simple bags,1
term management,1
sequential srl,1
cr\'edibilit\'e des r\'eponses,1
headline emotion classification,1
mise au point de grammaires,1
l'information citationnelle,1
xmu smt system,1
tormd,1
tkb-uo,1
mda-xml,1
titpi,1
srph-konvergen ai,1
person's mind,1
pathway to healthcare,1
pnnl,1
philippine style chat,1
cr\'eole martiniquais,1
cu-tmp,1
cu-comsem,1
units of meaning,1
human-informed feature preference,1
partially completed candidates,1
cityu-hif,1
summaries of animal experiments,1
identity uncertainty,1
sare-bi system,1
enterprise linguistic asset management,1
sun,1
backbone extraction,1
translation web services,1
optimal ensembling (oe),1
weps evaluation,1
contenus racistes,1
scaling construction grammar,1
definiens,1
l'internet,1
semeval-2007 task 12,1
xml:tm,1
bone marrow transplantation,1
iate system,1
synonym resolution,1
subtitler's dilemma,1
faq mining,1
cunit,1
fico,1
liens entre acceptions,1
entity contexts,1
inherent data domains,1
lth,1
sous-sp'ecifi'ee,1
sources de connaissances diff\'erentes,1
comprendium translator system,1
ku,1
converser,1
r\'eponse plus fiable,1
court of justice of the european communities,1
canevas/gti,1
s-minds,1
accultran,1
actions de r'éférence,1
generic text interface,1
ju-sknsb,1
chain clarifying relationships contexts,1
emplois,1
ibm mastor system,1
multi-analyse,1
ilk,1
timbl,1
ilk2,1
ultimate confusible disambiguation,1
gyder,1
mmtafrica,1
information géographique,1
subfinder,1
cmu-uka,1
experimental modeling,1
problem-sensitive response generation,1
commercial spoken language translation software,1
dialogue costs,1
cost-based attribute selection,1
traduction guid'ee par l'exemple,1
