Unique_Word,Count
rees,2
heterogeneous resources,2
labeled parse trees,2
neu,2
romanian texts,2
weakly supervised table parsing,2
multiple interpreters,2
model-based design,2
state of the union,2
data-driven graph construction,2
macroplanning,2
prosody labeling,2
unknown slot types,2
multiple asr hypotheses,2
machine teaching,2
lx-suite,2
brain basis,2
graph-to-text task,2
c3po,2
semi-automatic evaluation,2
improved representation,2
interpreters' workflows,2
system 1,2
open language archives community,2
unified lexical browser,2
large-scale lfg,2
bite,2
bimorphisms,2
scoring tool,2
token-based argument unit recognition,2
gwaps,2
december 2021,2
dialog corpus,2
multiword predicates,2
linguistic benchmarks,2
linguistic tree query,2
no-match,2
inverting,2
software testing,2
harem,2
quality of grammar,2
speed-optimized,2
evalb,2
main arguments,2
subpopulations,2
current projects,2
corpus variation,2
acquiring meaning,2
structural semantic modeling,2
facet-aware modeling,2
parse disambiguation,2
concept extensions,2
large training sets,2
automatic titling,2
comma errors,2
michael matuschek,2
kotonoha,2
transahead,2
philipp koehn,2
web-based annotation,2
fine-grained focus,2
implicit positive meaning,2
hierarchical random graphs,2
discourse modeling,2
combined treebanks,2
gazetteer lists,2
korap,2
dialogic,2
mined corpora,2
temporal clusters,2
lexicon-based graph,2
rocling xix,2
mind the gap,2
sememes,2
anger,2
non-speaker annotation,2
class ties,2
logic-based language,2
risk analysis,2
explanation requests,2
meaning-equivalent semantics,2
hyter,2
histogram equalization methods,2
unt,2
supervised synergistic approach,2
deri,2
srpol,2
janardhan,2
uow,2
slt translation system,2
learning adaptive similarity functions,2
dirrelcond3,2
corpus of spanish,2
directional text relatedness scores,2
lif,2
constituency treebank annotation,2
inexact search,2
fintan,2
cross-encyclopedia,2
semeval-2015 task 13,2
prosodic state detection,2
cascaded lexicalised classifiers,2
light weight stemmer,2
penn-helsinki parsed corpus,2
customer feedback analysis task,2
estnltk,2
processing tutorial,2
ctap,2
high-level organization,2
lelie,2
requirement authoring,2
polish language resources,2
feature hashing,2
annotated english child language database,2
large aligned treebanks,2
interfacing,2
class-based verb lexicon,2
chunk-based decoder,2
chatbot engine,2
topologic view,2
topic and focus,2
slovak news,2
reliable human judgment,2
avatech,2
contemporary portuguese,2
comprehension test,2
semi-automatic approach,2
english-chinese clir,2
cross-document relations,2
multi-level annotated corpus,2
perception study,2
pragmatic identification,2
witness sets,2
corpus constitution,2
trilingual treebank,2
verbal intelligence,2
tf-idf approach,2
romanian speech corpus,2
learning to parse,2
corpus comparison,2
universe,2
bandit structured prediction,2
leadership,2
inputlog,2
namic approach,2
grammatical error annotation,2
adaptive speech understanding,2
conversational spoken dialogs,2
chinese treebank annotation,2
73 languages,2
d'ecodage guid'e,2
automatic phonetic labeling,2
undocumented language,2
explanation models,2
intelligent systems,2
high-stakes medical exam,2
cross-lingual dictionary,2
binary labels,2
bulgarian sign language users,2
french fairy tale corpus,2
language resource management,2
head and neck cancers,2
lexico-conceptual affect,2
classical arabic text,2
modern standard arabic text,2
frame-based approach,2
additive regularisation,2
knowledge base population task,2
zipf,2
hypotheses spaces,2
maximal weighted bipartite graph matching,2
sranjans,2
apprentissage (training),2
injecting discourse dependencies,2
framenet automatic analysis,2
soochow university,2
display conversation,2
étiquetage de séquences (sequence labelling),2
statistic-based approaches,2
rule-based chinese system,2
volume 2 - articles courts,2
lexicon based method,2
couple de langues peu doté,2
corpus annot'es en sens,2
tct,2
espace,2
approches probabiliste,2
sighan bakeoff 2013 evaluation,2
naviguer,2
joint conference,2
langue amazighe,2
production de données,2
statistic-based techniques,2
ui system,2
essex,2
learning preference,2
discourse cohesion,2
vocabulaire,2
parenting,2
information service,2
elaboration automatique,2
synth\`ese de la parole spontan\'ee,2
special session,2
chinese writings,2
sentimental words,2
bilingual vector spaces,2
kashmiri,2
parallel news streams,2
relational inference,2
medical concept recognition,2
2016 bioasq challenge,2
nonnative english speakers,2
learning distributions,2
local optima,2
smallworlds,2
english-kannada,2
textes non standard,2
touchscreens,2
pre-verbal asymmetries,2
indirect passive,2
adapt generation,2
figure of merit,2
cross-passage evidence,2
corpus de francais oral (corpus of oral french),2
german discourse particle ja,2
g\'en\'eration du langage naturel,2
locative case,2
wambaya,2
type construction,2
accessible explanations,2
midge,2
tiantianzhu7,2
