Unique Word,Year,Count,Fitted Value,Area Ratio
panacea,1987,1,1.0,0.0
panacea,1988,0,0.8948393,0.356409660201613
panacea,1989,0,0.64118034,0.6546377498750471
panacea,1990,0,0.36787948,0.8450525410986011
panacea,1991,0,0.16901329,0.9407566636236161
panacea,1992,0,0.06217653,0.9813572517372229
panacea,1993,0,0.01831564,0.9954339844402617
panacea,1994,0,0.0043202406,0.9987554207514022
panacea,1995,0,0.0008159874,1.0
unwritten,2011,1,1.2823607,0.0
unwritten,2012,0,1.7896786,0.17460137647359814
unwritten,2013,2,2.0,0.39561693619920313
unwritten,2014,0,1.7896786,0.6149904112507796
unwritten,2015,0,1.2823607,0.7912338723984063
unwritten,2016,0,0.73575896,0.906307157318581
unwritten,2017,1,0.33802658,0.9641439865301662
unwritten,2018,0,0.12435306,0.9886801216376462
unwritten,2019,0,0.03663128,0.9971871071647326
unwritten,2020,0,0.008640481,0.9991943492729749
unwritten,2021,2,0.0016319748,0.9999464852890866
unwritten,2022,0,0.0002468196,1.0
word sense annotation,2010,2,0.18652959,0.0
word sense annotation,2011,0,0.5070399,0.021942506995361277
word sense annotation,2012,1,1.1036384,0.06998811124575673
word sense annotation,2013,0,1.9235411,0.16458175545105594
word sense annotation,2014,1,2.6845179,0.31216610561108205
word sense annotation,2015,3,3.0,0.4943566256622357
word sense annotation,2016,2,2.6845179,0.6785030509761977
word sense annotation,2017,0,1.9235411,0.8266375632914597
word sense annotation,2018,0,1.1036384,0.920681045341523
word sense annotation,2019,0,0.5070399,0.9704607414935431
word sense annotation,2020,0,0.18652959,0.9906691565872797
word sense annotation,2021,1,0.054946918,0.9973125799016347
word sense annotation,2022,0,0.012960722,0.9995123082144108
word sense annotation,2023,0,0.0024479623,0.9998338392868119
word sense annotation,2024,0,0.00037022942,1.0
wording,2014,1,1.0,0.0
wording,2015,1,0.9607895,0.22126810358326526
wording,2016,0,0.85214376,0.4284630109371927
wording,2017,0,0.6976763,0.6042164874757098
wording,2018,0,0.52729243,0.7421867452713348
wording,2019,0,0.36787948,0.8429973682751513
wording,2020,1,0.23692775,0.9103834652857924
wording,2021,0,0.14085843,0.9523592299646292
wording,2022,0,0.07730473,0.9764111334229026
wording,2023,0,0.039163906,0.9890762451654792
wording,2024,0,0.01831564,0.9953900981102488
wording,2025,0,0.0079070525,0.9981528886920763
wording,2026,0,0.0031511108,0.999384482861525
wording,2027,0,0.00115923,0.9998189037350907
wording,2028,0,0.00039366918,1.0
bandit feedback,2016,1,1.7896786,0.0
bandit feedback,2017,2,2.0,0.2614606504203921
bandit feedback,2018,2,1.7896786,0.5325950811493401
bandit feedback,2019,0,1.2823607,0.7479588678730518
bandit feedback,2020,1,0.73575896,0.8846829823289797
bandit feedback,2021,0,0.33802658,0.9570546665546007
bandit feedback,2022,0,0.12435306,0.986434452427366
bandit feedback,2023,0,0.03663128,0.9960929229255898
bandit feedback,2024,0,0.008640481,0.9992909744795628
bandit feedback,2025,0,0.0016319748,0.999758429015467
bandit feedback,2026,0,0.0002468196,1.0
short answers,2008,1,1.0,0.0
short answers,2009,0,0.9797987,0.1595890470592513
short answers,2010,0,0.9216105,0.3138799055923238
short answers,2011,0,0.8322075,0.4556723004603635
short answers,2012,0,0.7214223,0.5810635862448291
short answers,2013,1,0.600373,0.6877497197447285
short answers,2014,1,0.47965226,0.7746624581187531
short answers,2015,0,0.36787948,0.8428606963526424
short answers,2016,1,0.2708683,0.8940729172834923
short answers,2017,1,0.19146292,0.9311043173956511
short answers,2018,0,0.12992261,0.956767298553551
short answers,2019,0,0.08463668,0.9738442756722986
short answers,2020,0,0.0529305,0.9847868826287359
short answers,2021,0,0.031778052,0.9914733439195365
short answers,2022,2,0.01831564,0.9954464917360255
short answers,2023,0,0.01013423,0.9976688502939681
short answers,2024,0,0.0053831036,0.9988984617457567
short answers,2025,0,0.0027450412,0.999525272563871
short answers,2026,0,0.0013438124,0.9998500252122402
short answers,2027,0,0.0006315419,1.0
japanese word segmentation,1994,1,1.0,0.0
japanese word segmentation,1995,0,0.8948393,0.356409660201613
japanese word segmentation,1996,0,0.64118034,0.6546377498750471
japanese word segmentation,1997,0,0.36787948,0.8450525410986011
japanese word segmentation,1998,0,0.16901329,0.9407566636236161
japanese word segmentation,1999,0,0.06217653,0.9813572517372229
japanese word segmentation,2000,0,0.01831564,0.9954339844402617
japanese word segmentation,2001,0,0.0043202406,0.9987554207514022
japanese word segmentation,2002,1,0.0008159874,1.0
argumentation quality,2016,1,1.0,0.0
argumentation quality,2017,1,0.9797987,0.1595890470592513
argumentation quality,2018,1,0.9216105,0.3138799055923238
argumentation quality,2019,0,0.8322075,0.4556723004603635
argumentation quality,2020,0,0.7214223,0.5810635862448291
argumentation quality,2021,0,0.600373,0.6877497197447285
argumentation quality,2022,1,0.47965226,0.7746624581187531
