Unique_Word,Count
cognitive model,10
locuteur,10
comet,10
dirichlet processes,10
automatic mapping,10
coling 1998,10
suicidality,10
crf,10
covid19 posts,10
qur'an qa 2022,10
csecu-dsg,10
spatial expressions,10
networks,10
langue,10
smm4h'22,10
discourse representations,10
alternation,10
text reuse,10
bbn,10
lexeme models,10
shared nodes,10
personal names,10
validity,10
cosine distance,10
dop,10
strong baseline,10
computing similarity,10
complete,10
long tail,10
temporal databases,10
law domain,10
sign language recognition,10
hate speech criteria,10
zero-shot relation extraction,10
tag parser,10
d'ependances,10
eye-tracking data,10
clinical query patterns,10
language relations,10
speech translation systems,10
jpsg parser,10
neural disambiguation,10
tunisian dialect,10
short answer scoring,10
tree automata,10
bilingual autoencoders,10
co-present names,10
open resources,10
related terms,10
isomorphism,10
morphological analyser,10
tree-based translation,10
slide,10
personalized,10
indigenous languages,10
rationality,10
model transfer,10
end-to-end speech recognition,10
hindi-english,10
implicit argument,10
ud,10
youtube comments,10
multidimensional analysis,10
user ratings,10
fluent speech,10
1830,10
syllabation,10
human languages,10
response selection,10
network analysis,10
transsearch,10
medical term,10
random walk,10
local coherence,10
biomedical nlp,10
corpus comparable,10
diachronic corpus,10
latin texts,10
technical data,10
syndetic approach,10
code-text transformer,10
word class models,10
conference,10
speech language resources,10
open vocabulary,10
derivational paradigms,10
language model adaptation,10
egyptian arabic,10
model selection,10
linguistic paradigms,10
presentation,10
sentiment polarity,10
translator trainees,10
patient records,10
automata,10
epistemic model,10
geometry,10
l'enfant de 4 ans,10
clinical swedish,10
clinical cases,10
natural language explanations,10
hybrid mt,10
roadmap,10
czech legal text treebank 0,10
scientific claims,10
argumentative texts,10
automatic readability approach,10
topic identification,10
biomedical term,10
unsupervised alignment,10
ngram,10
clscisumm 20,10
content design,10
penn discourse treebank,10
multiple machine translation outputs,10
finetuning,10
structural disambiguation,10
latent semantic,10
conversation data,10
french learners,10
component,10
lexical knowledge base,10
financial narratives,10
natural semantics,10
metadata schema,10
test experiment,10
vector-based,10
typologie automatique,10
term resource,10
syntactic knowledge,10
lexicographic data,10
german verb,10
acl,10
data bottleneck,10
uwashington,10
mapping form,10
politeness,10
connectives,10
multi-hop readers,10
syntaxe,10
attentional model,10
rewrites,10
finite state morphology,10
psycholinguistic features,10
human performance,10
split words,10
multi-level annotation,10
valency lexicon,10
dynamic discourse,10
mixed approach,10
neural semantic role labeling,10
social media users,10
copy knowledge,10
lexicon-based sentiment analysis,10
narrative causality,10
chat-oriented dialogue,10
use case,10
gujarati,10
parliamentary debates,10
website,10
resource-poor language,10
textual genre,10
healthcare,10
categorial grammars,10
unrestricted texts,10
wall street journal,10
entity set expansion,10
asr errors,10
navigation,10
generative adversarial network,10
mobile device,10
semhe,10
hong kong,10
reusability,10
time ordering,10
sentential paraphrases,10
multilingual analysis,10
opinion target,10
printed arabic,10
pronunciation variants,10
call center,10
layered model,10
kanji dictionary,10
urdu wordnet,10
computational dialectology,10
misogyny,10
professionals,10
recurrent model,10
